SMA12_1;SMA12_2;PARAM12_1;PARAM12_2;PARAM12_3;PARAM12_4;SMA4_1;SMA4_2;SMA4_3;SMA4_4;PARAM4_1;PARAM4_2;Profit;Loss deals;Profit deals;Maximum loss in profit deals
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-1000000.0;230.75056895071356;287.0;537.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-1500000.0;247.11018605989216;284.0;555.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-2000000.0;231.55057856453868;286.0;553.0;-11.823576041444706
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-2500000.0;224.6131994531852;282.0;553.0;-12.808219178082192
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-3000000.0;276.5403987249523;286.0;569.0;-12.808219178082192
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-3500000.0;282.0655915654608;280.0;574.0;-12.808219178082192
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-4000000.0;263.8156526753755;281.0;574.0;-12.808219178082192
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-4500000.0;268.5388354733377;284.0;578.0;-12.808219178082192
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-5000000.0;292.6157970344416;285.0;592.0;-12.808219178082192
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-5500000.0;308.782273474721;280.0;597.0;-12.808219178082192
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-6000000.0;292.991057852632;279.0;602.0;-12.808219178082192
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-6500000.0;279.028191331209;282.0;599.0;-12.808219178082192
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-7000000.0;267.5849474486695;283.0;602.0;-12.808219178082192
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-7500000.0;246.83308547935846;288.0;617.0;-14.607513015236188
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-8000000.0;246.9552230045152;287.0;623.0;-14.607513015236188
3.0;6.0;0.4;0.4;400.0;500.0;3.0;21.0;12.0;15.0;3100000.0;-8500000.0;248.06687443172342;290.0;630.0;-14.607513015236188
